geo_id,geo_name,factor_1,factor_2,bfs_number,municipality_name,population,dot_size
4551,Aadorf,0.5809591184708772,-0.6039490794838484,4551.0,Aadorf,9800.0,49.0
4001,Aarau,-0.8252924761825264,-1.3657674387940415,4001.0,Aarau,22710.0,113.55000000000001
301,Aarberg,-0.0081535162381101,-1.03225611339137,301.0,Aarberg,4620.0,23.1
4271,Aarburg,0.2130514363637656,0.1641580594727245,4271.0,Aarburg,8917.0,44.585
321,Aarwangen,0.460717552335735,-0.5006744903638756,321.0,Aarwangen,4813.0,24.064999999999998
4221,Abtwil,1.202148762329927,-0.1030991491534983,4221.0,Abtwil,1120.0,5.6000000000000005
5621,Aclens,-1.6658204581409173,-0.2466033419059236,5621.0,Aclens,585.0,2.925
5048,Acquarossa,0.044996206042759,1.4503712821129802,5048.0,Acquarossa,1796.0,8.98
561,Adelboden,1.9111796463258524,0.3235304027957258,561.0,Adelboden,3420.0,17.1
1051,Adligenswil,-0.5006969959001949,-1.625815569809102,1051.0,Adligenswil,5617.0,28.085
131,Adliswil,-0.287164198419447,-1.0841290129531371,131.0,Adliswil,19893.0,99.465
2421,Aedermannsdorf,1.0046128743714806,-0.1317491633917938,2421.0,Aedermannsdorf,593.0,2.965
401,Aefligen,0.672515743579035,0.4145081395375289,401.0,Aefligen,1140.0,5.699999999999999
731,Aegerten,0.1589513126113871,-0.264192471386073,731.0,Aegerten,2473.0,12.364999999999998
2761,Aesch (BL),-0.2995898796970013,-0.6646267449621158,2761.0,Aesch (BL),11137.0,55.685
1021,Aesch (LU),1.224478533632105,-0.5217379544525534,1021.0,Aesch (LU),1453.0,7.265000000000001
241,Aesch (ZH),0.3226257754902125,-2.109103790551272,241.0,Aesch (ZH),1659.0,8.295
2511,Aeschi (SO),0.1681538738087345,-0.364910188877941,2511.0,Aeschi (SO),1328.0,6.640000000000001
562,Aeschi bei Spiez,0.7037380344126568,-0.3373495688286648,562.0,Aeschi bei Spiez,2325.0,11.625
1,Aeugst am Albis,-0.3173853181534437,-1.4100233490568896,1.0,Aeugst am Albis,1995.0,9.975000000000001
4711,Affeltrangen,1.5323630387861262,0.2331918944210313,4711.0,Affeltrangen,2880.0,14.399999999999999
2,Affoltern am Albis,-0.1650563570311723,-0.8611681736878845,2.0,Affoltern am Albis,12882.0,64.41
951,Affoltern im Emmental,1.1875657126328591,0.1409989660777085,951.0,Affoltern im Emmental,1211.0,6.055000000000001
6101,Agarn,0.5977267791626539,0.6671769406693704,6101.0,Agarn,745.0,3.725
5742,Agiez,-1.1933538440667937,-0.1466669125506056,5742.0,Agiez,372.0,1.8599999999999999
5141,Agno,-0.105006403779558,1.736995505537994,5141.0,Agno,4554.0,22.770000000000003
5401,Aigle,-1.3340121200884718,0.5200564177768462,5401.0,Aigle,11752.0,58.760000000000005
6601,Aire-la-Ville,-1.4881436284487544,-0.0780618158712377,6601.0,Aire-la-Ville,1173.0,5.865
5061,Airolo,0.930961730903778,1.1021266704072326,5061.0,Airolo,1452.0,7.26
1121,Alberswil,1.2620479666761706,-0.4135347926949234,1121.0,Alberswil,735.0,3.675
6102,Albinen,0.295838978106119,0.7396826584014281,6102.0,Albinen,259.0,1.295
3542,Albula/Alvra,0.3107220325225655,-0.2355391165710721,3542.0,Albula/Alvra,1354.0,6.7700000000000005
402,Alchenstorf,0.7378846122940433,-0.0798446512669671,402.0,Alchenstorf,634.0,3.17
5851,Allaman,-1.677052533136473,-0.3889969984767612,5851.0,Allaman,430.0,2.15
6771,Alle,-1.216380836319203,1.2602901614602704,6771.0,Alle,1946.0,9.73
630,Allmendingen,0.0781560787982541,-1.1320211330456362,630.0,Allmendingen,532.0,2.66
2762,Allschwil,-0.6110301923153881,-0.489517871583738,2762.0,Allschwil,22155.0,110.775
1401,Alpnach,0.9385006981538636,-0.5366440273496995,1401.0,Alpnach,6511.0,32.555
1361,Alpthal,2.8178533548261764,2.2614636820700293,1361.0,Alpthal,632.0,3.16
1122,Altbüron,0.8277194930340124,-0.7417301445905539,1122.0,Altbüron,1014.0,5.07
1201,Altdorf (UR),-0.1282054409768822,-1.0661686328899638,1201.0,Altdorf (UR),10459.0,52.295
1341,Altendorf,1.0918121600203086,-0.6574431255494954,1341.0,Altendorf,7426.0,37.13
211,Altikon,1.026677481800141,-0.2363050185712573,211.0,Altikon,774.0,3.87
1123,Altishofen,0.929552538523144,-0.8248176204712937,1123.0,Altishofen,2057.0,10.285
4641,Altnau,0.2689326453939624,-0.6324185774190065,4641.0,Altnau,2355.0,11.775
3251,Altstätten,0.9183822103373116,-0.011230398789802,3251.0,Altstätten,12581.0,62.905
3311,Amden,0.9191348342992296,-0.1947761461632718,3311.0,Amden,1901.0,9.505
4881,Amlikon-Bissegg,1.5636804692686936,-0.0550018879774319,4881.0,Amlikon-Bissegg,1414.0,7.069999999999999
4191,Ammerswil,0.5119178845284653,-0.0511220875111328,4191.0,Ammerswil,802.0,4.01
4461,Amriswil,0.7079324016750749,-0.1417520827598714,4461.0,Amriswil,14951.0,74.755
921,Amsoldingen,0.5163870368266639,0.0686005936889998,921.0,Amsoldingen,834.0,4.17
3701,Andeer,0.20170948001267,-0.8116427905257984,3701.0,Andeer,923.0,4.615
291,Andelfingen,0.559669332465559,-0.96806373594826,291.0,Andelfingen,3681.0,18.405
1202,Andermatt,0.7503458437476266,-0.9563067798022497,1202.0,Andermatt,1578.0,7.890000000000001
3441,Andwil (SG),0.6982882810576635,-1.672230657903309,3441.0,Andwil (SG),2144.0,10.72
6602,Anières,-1.2995748604492303,-1.6796496343514165,6602.0,Anières,2563.0,12.815000000000001
6252,Anniviers,-0.834268425046486,-0.2289677002860125,6252.0,Anniviers,2790.0,13.95
2841,Anwil,0.252068629338315,0.5513653408006232,2841.0,Anwil,547.0,2.7350000000000003
3101,Appenzell,1.016069314352633,-1.0510988794450782,3101.0,Appenzell,6096.0,30.48
5143,Aranno,-0.951886805915453,1.4222103673214457,5143.0,Aranno,351.0,1.755
6261,Arbaz,-0.891645143874205,0.3741932235378895,6261.0,Arbaz,1461.0,7.305000000000001
5001,Arbedo-Castione,-0.4116784435746076,2.180367008476785,5001.0,Arbedo-Castione,5160.0,25.8
2881,Arboldswil,0.7526661631034622,0.1927541884755164,2881.0,Arboldswil,608.0,3.04
4401,Arbon,0.1303744231756531,-0.1109255134291773,4401.0,Arbon,16354.0,81.77
381,Arch,0.9454114168219174,0.931863793719591,381.0,Arch,1744.0,8.72
6021,Ardon,-0.5390264930073391,0.1886797554868127,6021.0,Ardon,3835.0,19.175
2821,Arisdorf,0.6968357888015525,-0.3136681160750763,2821.0,Arisdorf,1734.0,8.67
4222,Aristau,0.6614525601962148,-0.3988274619841197,4222.0,Aristau,1603.0,8.015
2763,Arlesheim,-1.0147346691162773,-1.365686602121636,2763.0,Arlesheim,9314.0,46.57
5701,Arnex-sur-Nyon,-1.374251672867678,-1.783955353956264,5701.0,Arnex-sur-Nyon,270.0,1.35
5743,Arnex-sur-Orbe,-1.4786959990945892,0.3394956814375919,5743.0,Arnex-sur-Orbe,694.0,3.4699999999999998
4061,Arni (AG),0.2028225315774591,-1.4748679158277198,4061.0,Arni (AG),1987.0,9.935
602,Arni (BE),1.1635942037344678,0.4826691288948608,602.0,Arni (BE),983.0,4.915
5144,Arogno,-0.6603069551084684,2.1137910576695123,5144.0,Arogno,938.0,4.6899999999999995
3921,Arosa,0.3679426175115206,-0.82109261181512,3921.0,Arosa,3159.0,15.794999999999998
1362,Arth,0.9688787823957984,-0.0987048943465298,1362.0,Arth,12524.0,62.62
5702,Arzier-Le Muids,-1.2381947672411284,-0.5963138772545746,5702.0,Arzier-Le Muids,2968.0,14.84
5091,Ascona,-0.1036095491205733,0.6128979415130192,5091.0,Ascona,5322.0,26.61
5511,Assens,-1.1684047871236705,-0.4234598356820925,5511.0,Assens,1717.0,8.585
2321,Attalens,-1.3290495041630987,0.3221772004119901,2321.0,Attalens,3693.0,18.465
1203,Attinghausen,1.3442165979803964,0.2137038632507214,1203.0,Attinghausen,1787.0,8.934999999999999
971,Attiswil,0.957430632143324,0.1711265264502491,971.0,Attiswil,1546.0,7.73
3231,Au (SG),0.6407816889819484,-0.4634977104126196,3231.0,Au (SG),8628.0,43.14
5422,Aubonne,-1.7654537476172831,-0.8122561090943768,5422.0,Aubonne,3856.0,19.28
4091,Auenstein,0.2845521574065704,-1.1646768955708433,4091.0,Auenstein,1743.0,8.715
2822,Augst,-0.0986291919527606,-0.0643754419149511,2822.0,Augst,1087.0,5.435
6191,Ausserberg,0.6195646032161003,0.1941448312829564,6191.0,Ausserberg,640.0,3.2
322,Auswil,1.3655455855632774,1.0310689854314128,322.0,Auswil,477.0,2.385
2173,Autigny,-1.232682225025483,0.4829792254570763,2173.0,Autigny,840.0,4.2
4223,Auw,1.0656262656783528,-0.5959836275174989,4223.0,Auw,2301.0,11.505
5324,Avegno Gordevio,-0.5593397606182274,2.083635004936021,5324.0,Avegno Gordevio,1534.0,7.67
5451,Avenches,-1.2419125616122924,0.2806491310736526,5451.0,Avenches,4875.0,24.375
3681,Avers,1.0800562196085253,0.3727917644443331,3681.0,Avers,169.0,0.8450000000000001
2174,Avry,-1.391965943044999,-0.1554373875771043,2174.0,Avry,1949.0,9.745000000000001
6603,Avully,-2.0484309808546035,1.6416315180536454,6603.0,Avully,1746.0,8.73
6604,Avusy,-1.846741315231862,-0.2642427915008092,6604.0,Avusy,1412.0,7.06
6082,Ayent,-1.2782483882744715,0.7976833636893012,6082.0,Ayent,4451.0,22.255
1701,Baar,0.3031570895536447,-1.25732847482681,1701.0,Baar,25004.0,125.02000000000001
51,Bachenbülach,0.1946729330170997,-0.7923900288790727,51.0,Bachenbülach,4286.0,21.43
81,Bachs,1.1437866786349902,0.0929164241953451,81.0,Bachs,678.0,3.39
3291,Bad Ragaz,0.6063926839912358,-0.6602002652372154,3291.0,Bad Ragaz,6872.0,34.36
4021,Baden,-1.0387742281475587,-1.77930222733491,4021.0,Baden,23853.0,119.26500000000001
5242,Balerna,-0.5533589723217256,2.1964823326483915,5242.0,Balerna,3356.0,16.78
3232,Balgach,0.5636158831461864,-1.0080712649179109,3232.0,Balgach,5210.0,26.05
5744,Ballaigues,-1.438495193010318,0.6974334553239124,5744.0,Ballaigues,1218.0,6.09
5423,Ballens,-0.8369253606551796,-0.0939412039605438,5423.0,Ballens,579.0,2.8949999999999996
1023,Ballwil,1.041971807630976,-0.7784000777074753,1023.0,Ballwil,2840.0,14.2
